Handle,Title,Body (HTML),Vendor,Type,Variant Barcode,Variant Price,Variant Weight,Variant Inventory Qty,Image Src,Google Shopping / MPN
NIFA0045,amiibo Splatoon Boy,"Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.

Sleduj amiibo a jejich vylepšení v boji

Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.  Můžete si také přidat své vlastní upravené pohyby!

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.

Momentálně podporují amiibo figurky tyto hry:

Wii U:


	Super Smash Bros. for Wii U
	Mario Party 10
	Mario Kart 8
	Captain Toad: Treasure Tracker
	Yoshi's Woolly World
	Hyrule Warriors
	Splatoon
	Kirby and the Rainbow Curse


Nintendo 3DS


	Super Smash Bros. for Nintendo 3DS
	Ace Combat: Assasult Horizon Legacy +
	Code Name: S.T.E.A.M.
	Xenoblade Chronicles 3D


Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.",Nintendo,amiibo figures,045496352950,11,"0,11",500,https://com.cqe.cz/img/galery/original/1_22018.jpg,NIFA0045
NIFA0640,amiibo Smash Zero Suit Samus 40,"Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.

Sleduj amiibo a jejich vylepšení v boji

Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.  Můžete si také přidat své vlastní upravené pohyby!

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.

Momentálně podporují amiibo figurky tyto hry:

Wii U:


	Super Smash Bros. for Wii U
	Mario Party 10
	Mario Kart 8
	Captain Toad: Treasure Tracker
	Yoshi's Woolly World
	Hyrule Warriors
	Splatoon
	Kirby and the Rainbow Curse


Nintendo 3DS


	Super Smash Bros. for Nintendo 3DS
	Ace Combat: Assasult Horizon Legacy +
	Code Name: S.T.E.A.M.
	Xenoblade Chronicles 3D


Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.",Nintendo,amiibo figures,045496353032,11,"0,1",41,https://com.cqe.cz/img/galery/original/1_22314.jpg,NIFA0640
NIFA0641,amiibo Smash Ganondorf 41,"Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.

Sleduj amiibo a jejich vylepšení v boji

Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.  Můžete si také přidat své vlastní upravené pohyby!

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.

Momentálně podporují amiibo figurky tyto hry:

Wii U:


	Super Smash Bros. for Wii U
	Mario Party 10
	Mario Kart 8
	Captain Toad: Treasure Tracker
	Yoshi's Woolly World
	Hyrule Warriors
	Splatoon
	Kirby and the Rainbow Curse


Nintendo 3DS


	Super Smash Bros. for Nintendo 3DS
	Ace Combat: Assasult Horizon Legacy +
	Code Name: S.T.E.A.M.
	Xenoblade Chronicles 3D


Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.",Nintendo,amiibo figures,045496353049,11,,0,https://com.cqe.cz/img/galery/original/1_22315.jpg,NIFA0641
NIFA0644,amiibo Smash Pikmin&amp;Olimar 44,"Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.

Sleduj amiibo a jejich vylepšení v boji

Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.  Můžete si také přidat své vlastní upravené pohyby!

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.

Momentálně podporují amiibo figurky tyto hry:

Wii U:


	Super Smash Bros. for Wii U
	Mario Party 10
	Mario Kart 8
	Captain Toad: Treasure Tracker
	Yoshi's Woolly World
	Hyrule Warriors
	Splatoon
	Kirby and the Rainbow Curse


Nintendo 3DS


	Super Smash Bros. for Nintendo 3DS
	Ace Combat: Assasult Horizon Legacy +
	Code Name: S.T.E.A.M.
	Xenoblade Chronicles 3D


Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.",Nintendo,amiibo figures,045496353063,11,"0,3",100,https://com.cqe.cz/img/galery/original/1_22318.jpg,NIFA0644
NIUS46200,WiiU Mario Tennis: Ultra Smash,"Mario Tennis pojawi się na Wii U

Razem z przyjaciółmi zagraj w multiplayerową grę Mario Tennis: Ultra Smash na Wii U! Zabawna i dynamiczna akcja, która jest typowa dla tej gry została dopełniona o nową technikę, którą możecie zaskoczyć współgraczy – serw Jumpshot, który wyśle piłeczkę na drugi koniec kortu. Do klasycznej gry w tenisa dodaj odrobinę nowości Mega Battles i przy pomocy Mega Mushroom zyskaj przewagę nad przeciwnikiem. Zapisz się w historii Mario Tenis w grze jeden na jednego lub w parach przeciwko rodzinie, przyjaciołom lub komputerowi używając podstawowych i nowych postaci.

NOWOŚCI W GRZE:


	Zagraj z przyjaciółmi w nową grę Mario Tennis: Ultra Smash na Wii U.
	Zagraj przeciwko rodzinie i przyjaciołom w trybie multiplayer.
	Zaproś przyjaciół i rodzinę do pojedynku jeden na jeden lub w parach grając ulubionymi postaciami z Mushroom Kingdom.
	Steruj każdym ruchem swojej postaci i pokonaj przeciwnika dzięki idelanej czasowej kontroli i podstępnych technik gry.
	Nowa opcja w grze- Jumpshot pozwoli na mega silne uderzenia.
	W Mega Battles możesz użyć Mega Mushroom i dzięki tomu zystak &quot;wielką&quot; przewagę nad przeciwnikiem.
	Nowe postacie po raz pierwszy zagrają w Mario Tennis",Nintendo,Nintendo WiiU games,045496335335,27,,0,https://com.cqe.cz/img/galery/original/1_24366.jpg|https://com.cqe.cz/img/galery/original/1_24229.jpg|https://com.cqe.cz/img/galery/original/1_27570.jpg|https://com.cqe.cz/img/galery/original/1_27569.jpg|https://com.cqe.cz/img/galery/original/1_27568.jpg|https://com.cqe.cz/img/galery/original/1_27567.jpg|https://com.cqe.cz/img/galery/original/1_27566.jpg|https://com.cqe.cz/img/galery/original/1_24232.jpg|https://com.cqe.cz/img/galery/original/1_24231.jpg|https://com.cqe.cz/img/galery/original/1_24230.jpg|https://com.cqe.cz/img/galery/original/1_27571.jpg,NIUS46200
NIFA0051,amiibo Splatoon Squid,"Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.

Sleduj amiibo a jejich vylepšení v boji

Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.  Můžete si také přidat své vlastní upravené pohyby!

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.

Momentálně podporují amiibo figurky tyto hry:

Wii U:


	Super Smash Bros. for Wii U
	Mario Party 10
	Mario Kart 8
	Captain Toad: Treasure Tracker
	Yoshi's Woolly World
	Hyrule Warriors
	Splatoon
	Kirby and the Rainbow Curse


Nintendo 3DS


	Super Smash Bros. for Nintendo 3DS
	Ace Combat: Assasult Horizon Legacy +
	Code Name: S.T.E.A.M.
	Xenoblade Chronicles 3D


Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.",Nintendo,amiibo figures,045496352974,11,"0,1",500,https://com.cqe.cz/img/galery/original/1_24238.jpg|https://com.cqe.cz/img/galery/original/1_23662.jpg|https://com.cqe.cz/img/galery/original/1_23663.jpg|https://com.cqe.cz/img/galery/original/1_23664.jpg|https://com.cqe.cz/img/galery/original/1_23665.jpg,NIFA0051
NIFA0651,amiibo Smash Mewtwo 51,"Dotkni se, sleduj a připoj se do hry!

Objevujte nový způsob interakce s vaší oblíbenou Nintendo postavičkou. Když se dotknete figurkou NFC dotykového bodu na ovladači Wii U GamePadu při hraní hry, tak se přenesou do hry data, které můžete využít mnoha způsoby. Při hraní se data ve vaší figurce budou updatovat – tak pokračujte dále ve hře a vytvořte si své unikátní amiibo! První set figurek je pro hru Smash Bros. for Wii U.

Sleduj amiibo a jejich vylepšení v boji

Ve hře Super Smash Bros. for Wii U můžete přenést data ze své figurky amiibo přímo do hry a následně s ní bojovat. Postupně při boji bude vaše amiibo zdokonaleno o další dovednosti a herní atributy – jako je vetší síla a nové pohyby.  Můžete si také přidat své vlastní upravené pohyby!

Připoj se do spousty her!

Figurky amiibo můžete využít v mnoha různých hrách – a jakým stylem můžou být použity záleží na hře! Pravidelně jsou vydávány nové postavičky z mnoha různých herních titulů.

Momentálně podporují amiibo figurky tyto hry:

Wii U:


	Super Smash Bros. for Wii U
	Mario Party 10
	Mario Kart 8
	Captain Toad: Treasure Tracker
	Yoshi's Woolly World
	Hyrule Warriors
	Splatoon
	Kirby and the Rainbow Curse


Nintendo 3DS


	Super Smash Bros. for Nintendo 3DS
	Ace Combat: Assasult Horizon Legacy +
	Code Name: S.T.E.A.M.
	Xenoblade Chronicles 3D


Kompatibilita s konzolemi New Nintendo 3DS a Nintendo 3DS/2DS

Figurky amiibo lze použít i při hraní na kapesních konzolích! New Nintendo 3DS obsahuje vestavěnou technologii NFC, která umožní připojit figurku amiibo do hry jednoduše přiložením  ke spodnímu dotykovému displeji. Pro použití s Nintendem 3DS a 2DS bude možné dokoupit speciální příslušenství, které je plánováno na rok 2015.",Nintendo,amiibo figures,045496353193,11,,0,https://com.cqe.cz/img/galery/original/1_24023.jpg,NIFA0651
NIUS70803,WiiU Star Fox Guard (Download card only),"Grippy Toad, zakladatel Drahých kovů Corneria s.r.o., a Slippy Toad z legendárního týmu Star Fox potřebují vaši pomoc s obranou svého vzkvétajícího podniku! Stačí jen, abyste po očku hlídali tucet obrazovek a přitom odstřelovali ze střeleckých věží vybavených kamerami vlny útočících robotů!
Rychle! Poklepejte na Wii U™ GamePadu na příslušnou kameru, abyste měli dobrý výhled na vstupy, a provrtejte ty pochodující, valící se roboty kulkami od hlavy až k patě! Ale až si začnete myslet, že vám to jde jako po másle, nezapomeňte si dávat pozor na roboty, kteří mají štíty, používají kouřové bomby, nebo vám dokonce kradou kamery. Dokončete mise, zvyšte svou úroveň, odemkněte více misí a získejte přístup ke speciálním kamerám, které vám pomohou při obraně každé budovy. A pak si sestavte vlastní vlny útočících robotů a vyzvěte (nebo terorizujte) s nimi své kamarády!


	Sledujte obrazovky a zároveň zběsile odstřelujte hordy útočících robotů
	Braňte své zařízení před Androssovými zlými (ale roztomilými) vojsky
	Vytvořte si vlastní vlny nepřátel a sdílejte je se svými kamarády
	Zvyšujte svou úroveň a odemkněte tak další mise a speciální kamery",Nintendo,Nintendo WiiU games,045496336202,5.6,"0,09",180,https://com.cqe.cz/img/galery/original/1_27270.jpg|https://com.cqe.cz/img/galery/original/1_27271.jpg|https://com.cqe.cz/img/galery/original/1_27272.jpg,NIUS70803
NIFA0072,amiibo Kirby - Kirby,"Přilož, propoj, sbírej!

Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.

Připoj se do spousty her!

V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.",Nintendo,amiibo figures,045496380076,11,,0,https://com.cqe.cz/img/galery/original/1_27419.jpg|https://com.cqe.cz/img/galery/original/1_27420.jpg,NIFA0072
NIFA0073,amiibo Kirby - Meta Knight,"Přilož, propoj, sbírej!

Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.

Připoj se do spousty her!

V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.",Nintendo,amiibo figures,045496380083,11,"0,13",180,https://com.cqe.cz/img/galery/original/1_27421.jpg|https://com.cqe.cz/img/galery/original/1_27422.jpg,NIFA0073
NIFA0074,amiibo Kirby - King Dedede,"Přilož, propoj, sbírej!

Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.

Připoj se do spousty her!

V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.",Nintendo,amiibo figures,045496380090,11,"0,18",41,https://com.cqe.cz/img/galery/original/1_27417.jpg|https://com.cqe.cz/img/galery/original/1_27418.jpg,NIFA0074
NIFA0075,amiibo Kirby - Waddle Dee,"Přilož, propoj, sbírej!

Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.

Připoj se do spousty her!

V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.",Nintendo,amiibo figures,045496380106,11,"0,12",300,https://com.cqe.cz/img/galery/original/1_27423.jpg|https://com.cqe.cz/img/galery/original/1_27424.jpg,NIFA0075
NIFA00430,amiibo Super Mario - Rosalina,"Přilož, propoj, sbírej!

Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.

Připoj se do spousty her!

V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.",Nintendo,amiibo figures,045496380229,11,"0,12",21,https://com.cqe.cz/img/galery/original/1_30194.jpg|https://com.cqe.cz/img/galery/original/1_30195.jpg,NIFA00430
NIFA00431,amiibo Super Mario - Wario,"Přilož, propoj, sbírej!

Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.

Připoj se do spousty her!

V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.",Nintendo,amiibo figures,045496380212,11,,0,https://com.cqe.cz/img/galery/original/1_30196.jpg|https://com.cqe.cz/img/galery/original/1_30197.jpg,NIFA00431
NIFA00432,amiibo Super Mario - Daisy,"Přilož, propoj, sbírej!

Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.

Připoj se do spousty her!

V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.",Nintendo,amiibo figures,045496380199,11,"0,13",8,https://com.cqe.cz/img/galery/original/1_30198.jpg|https://com.cqe.cz/img/galery/original/1_30199.jpg,NIFA00432
NIFA00433,amiibo Super Mario - Diddy Kong,"Přilož, propoj, sbírej!

Vezměte vaše oblíbené Nintendo hrdiny do ruky a zažijte zcela nový způsob hraní vašich oblíbených her pro zařízení z rodiny Nintendo 3DS a konzole Wii U díky amiibo, sběratelským figurkám a kartičkám obsahujícím speciální čipy pro čtení a zápis dat! Jak to celé funguje? Stačí přiložit vaše amiibo k NFC čtečí ploše zabudované do Wii U GamePadu nebo spodní obrazovky vašeho New Nintendo 3DS či New Nintendo 3DS XL (pro starší zařízení z rodiny Nintendo 3DS lze zakoupit samostatnou NFC čtečku) a pak už jenom sledovat, co se na vašich obrazovkách začne dít.

Připoj se do spousty her!

V kompatibilních titulech umí amiibo dělat hotové divy. Někde přidávají speciální kostýmy či vybavení a jinde zase celé herní módy! Ve hrách jako je Super Smash Bros. pro Wii U a Nintendo 3DS dokonce kompatibilní amiibo figurky můžete vytrénovat v ultimátní bojovníky, kteří si budou pamatovat způsob hry svých oponentů a dokonce pro vás sbírat nové herní předměty. Seznam podporovaných titulů se neustále rozrůstá pro nová i dříve vydaná amiibo a mezi podporované tituly tak kupříkladu dále patří takové skvosty jako je Mario Kart 8, Yoshi's Woolly World, Splatoon, Hyrule Warriors a Hyrule Warriors Legends, The Legends of Zelda: Twilight Princess HD či Super Mario Maker.",Nintendo,amiibo figures,045496380243,11,,0,https://com.cqe.cz/img/galery/original/1_30200.jpg|https://com.cqe.cz/img/galery/original/1_30201.jpg,NIFA00433
